scorer,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel
individuals,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3
bodyparts,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
101,2.4768044645131497,1.0,0.9160698822321931,1.0,0.7212417599233925,1.0,3.167160432376492,1.0,1.7562830810011736,1.0,1.1230624746655016,1.0,2.600734009719052,1.0,1.4953545650046771,1.0,0.6772374221883085,1.0,1.5029532628012892,1.0,2.963865839448404,1.0,2.186736267748887,1.0,0.8686200035866394,1.0,2.127666119269361,1.0,0.8560096618751842,1.0,0.4668205275119701,1.0,1.0934126980969339,1.0,0.6011853462606862,1.0,1.3116730990849665,1.0,3.115331789685172,1.0,2.7562544760074275,1.0,2.6668654307473454,1.0,,,1.2442047949402066,1.0,1.147300076329351,1.0,2.134170354052722,1.0,3.906989689467411,1.0,4.094234133663082,1.0,2.418041211133809,1.0,1.0759956706717113,1.0,1.339129151269348,1.0,0.13933337636959164,1.0,0.6945129400628443,1.0,2.11311803644967,1.0,3.282381441858447,1.0,0.2059215260589921,1.0
102,2.6289747936760475,1.0,0.7479748481488976,1.0,0.9721095777197923,1.0,1.1405065382157196,1.0,3.0671887940449025,1.0,2.3506182253177372,1.0,2.0480316480191636,1.0,0.6141879752133159,1.0,1.4641597392334014,1.0,3.95455177298122,1.0,1.7174434543593124,1.0,0.40313223717518804,1.0,2.8680857220031957,1.0,3.650676631949253,1.0,1.3450816211435275,1.0,0.5352722000249804,1.0,0.69435381619488,1.0,0.9785590823825462,1.0,1.1658354147097703,1.0,1.5155002228020755,1.0,0.9283573595389557,1.0,0.6174530590590535,1.0,0.6697067677215086,1.0,2.113766042480885,1.0,2.630088056965822,1.0,3.2047241622186466,1.0,1.6447409342340402,1.0,1.185779512805182,1.0,0.6077595003847305,1.0,1.304226356994478,1.0,3.580300973622667,1.0,4.455417874620863,1.0,0.5684845189295195,1.0,1.1244398454674438,1.0,3.379771088303833,1.0,6.0990008727945675,0.9789999723434448
103,1.9214225139223815,1.0,2.708136925242839,1.0,2.878753479076249,1.0,1.0294522176240006,1.0,1.7191007909971199,1.0,3.1706386860534317,1.0,1.701931336933411,1.0,2.636338277492387,1.0,2.2314880064106277,1.0,1.2378888865069038,1.0,1.3521375378853893,1.0,1.23387919162244,1.0,0.9713629153965017,1.0,1.504023431551452,1.0,0.6970101864114215,1.0,0.5673511023312204,1.0,1.0572090680290118,1.0,1.51054432527203,1.0,0.2777863326236775,1.0,1.7168113709406922,1.0,0.8262808855688641,1.0,2.0072386172026766,1.0,2.205662931875469,1.0,2.168164308153037,1.0,0.99277260400236,1.0,0.47106394758358483,1.0,1.7480967954935656,1.0,0.9504553116146672,1.0,2.7965227593661743,1.0,2.147868496766686,1.0,2.1440297850665617,1.0,0.7573369605095915,1.0,1.5544444775186683,1.0,0.997914388429532,1.0,1.3902344947920284,1.0,1.3106875107749445,1.0
104,1.4642375078918917,1.0,1.3160173092566012,1.0,2.7438212807372864,1.0,0.9601678322500589,1.0,1.2776904950797021,1.0,1.6879130307075418,1.0,3.0347334021212165,1.0,2.1066506614058187,1.0,1.7275989571247312,1.0,2.2032717022084167,1.0,1.7387696980324165,1.0,1.7404591726557461,1.0,,,1.4537581023471833,1.0,4.357856409406664,1.0,3.0668055768294287,0.9359999895095825,1.8115003557922884,1.0,0.6261356010829134,1.0,1.0653965272192452,1.0,1.9119256494056465,1.0,1.0818328401516928,1.0,1.9106088707374844,1.0,0.31543274867095134,1.0,0.19668149218087397,1.0,2.041162474018307,1.0,2.4976403072641222,1.0,2.954313273177285,1.0,1.4670038396420304,1.0,1.081792682819688,1.0,2.052055811672786,1.0,0.3446115027550795,1.0,2.504870135267271,1.0,2.443654838305909,1.0,0.5279678865850816,1.0,0.5661864005577599,1.0,0.32413633659329916,1.0
105,1.5082629257257067,1.0,2.3488574780541724,1.0,1.4596723058917929,1.0,3.0815614912894915,1.0,0.9276096591956356,1.0,2.157936766587897,1.0,0.9686779453973546,1.0,2.482424126709065,1.0,3.70116527401397,1.0,1.3554478561573235,1.0,1.111931741148566,1.0,0.40382729879636425,1.0,3.2505513720304053,1.0,3.2080708023786624,1.0,1.9952192097184438,1.0,1.7900151206988881,1.0,2.844728349338826,1.0,1.0809078358523936,1.0,2.204382126851202,1.0,3.1214196653142405,1.0,0.6747067182179113,1.0,3.370068146485174,1.0,2.2834071052931897,1.0,2.640100245887668,1.0,1.3371017999591048,1.0,1.5643946549882453,1.0,2.9690206219601523,1.0,2.044946184147422,1.0,0.17731690285324103,1.0,0.6253211358388877,1.0,2.1147726099964737,1.0,2.6011300865298055,1.0,1.4516735217763581,1.0,1.3713874119284817,1.0,1.4129256804013408,1.0,1.0304537564126615,1.0
106,1.7918384909663794,1.0,2.030930933628449,1.0,1.6978318756060855,1.0,0.4321949355296571,1.0,1.934355696170879,1.0,3.5621088656529665,1.0,2.017538372832959,1.0,0.6139129473400615,1.0,4.237592307363181,1.0,1.6721311954615712,1.0,1.3294688596706814,1.0,3.1538801067378497,1.0,1.744304794763002,1.0,1.5531224802544177,1.0,4.386892999472241,1.0,2.154828747223506,1.0,2.31186532735495,1.0,2.6639241984950863,1.0,4.0535195359313585,1.0,5.004441506571002,1.0,4.133471806153964,1.0,20.55433952898218,0.8920000195503235,3.0749870546776052,1.0,,,0.7066411772793532,1.0,1.4248627878147497,1.0,3.3751019059448533,1.0,1.0309588460627608,1.0,4.628090685153655,1.0,9.285003557671361,1.0,8.216952528519645,1.0,4.48026195810527,1.0,1.6977303198148959,1.0,2.2580905002083016,1.0,3.68971058964282,1.0,3.162227070648064,1.0
107,0.7854230260908613,1.0,3.5307815559165694,1.0,1.976530756694233,1.0,4.167966172691619,1.0,3.619992749990905,1.0,9.313304943212291,1.0,1.8970849503706568,1.0,2.4347166573958465,1.0,5.029806897957662,1.0,8.156577828426835,1.0,1.2936466296964617,1.0,5.607781345030571,1.0,2.30045477632222,1.0,8.641077856304273,1.0,4.56494692837019,1.0,1.1112357551058023,1.0,6.72194428424986,1.0,6.828302842107806,1.0,2.3755607835190644,1.0,3.176555678530839,1.0,4.783204299947304,1.0,5.415638378937047,1.0,3.4731531003209732,1.0,5.673184126946942,1.0,2.5023276996800212,1.0,0.5582657296091157,1.0,1.9627000956385077,1.0,3.7523069401396536,1.0,1.0969059840061,1.0,0.5208994687630609,1.0,3.0804679582301677,1.0,2.8041033207883626,1.0,,,,,2.517701479173993,1.0,2.3133877872069317,1.0
108,2.753957947084418,1.0,1.3945253327113816,1.0,0.7872208445568755,1.0,3.012369515752919,1.0,1.1387784450736984,1.0,0.5762809015448974,1.0,2.6154582054824678,1.0,0.7193066687365639,1.0,4.7066777256627566,1.0,1.1073404411458376,1.0,2.1116290811494296,1.0,2.149820486835915,1.0,1.9145237538503508,1.0,1.9903366248641334,1.0,1.784256620457197,1.0,1.8241192609334433,1.0,0.7435485509392132,1.0,2.2530665929333944,1.0,2.9302570830215506,1.0,2.5041378933303844,1.0,3.300305248343941,1.0,1.5656975612492416,1.0,2.217445922031213,1.0,1.4207581655458383,1.0,1.4547665329192476,1.0,2.9864569726290457,1.0,2.6311096062628936,1.0,1.1841393979871302,1.0,1.3220932541205213,1.0,0.8506847308015265,1.0,2.129226847230138,1.0,1.8524120062943525,1.0,2.258285849459381,1.0,2.4122510756906164,1.0,1.3531844086314746,1.0,0.44599794329806725,1.0
109,1.324910983877221,1.0,0.7621633216363318,1.0,1.1457339794932184,1.0,2.8655356814844266,1.0,2.185510281655835,1.0,1.6248334795430996,1.0,2.955892959342343,1.0,1.592811580369059,1.0,1.0914107874313042,1.0,2.6504659094175587,1.0,1.8843024932972305,1.0,1.767254650141843,1.0,2.2508926752011433,1.0,2.0536598327514115,1.0,0.6284646076662311,1.0,2.91068614682652,1.0,3.0280545519976823,1.0,2.7935797388880843,1.0,2.2814066735585157,1.0,2.2258640337818973,1.0,2.1610323563018525,1.0,1.5485763093950327,1.0,3.694589827308454,1.0,1.1723622576513337,1.0,0.713111241543461,1.0,2.13124843631381,1.0,1.7105295234643727,1.0,4.565521478341495,1.0,1.0164285194579663,1.0,0.2927027855045063,1.0,,,,,2.6801542063956636,1.0,1.2187899742657833,1.0,,,1.2719981328409282,1.0
110,2.1212651174734622,1.0,2.490171732546486,1.0,1.8984858649338072,1.0,1.701964074290203,1.0,0.688550214756465,1.0,3.139746898451429,1.0,3.261148910748832,1.0,1.6169120819736016,1.0,1.516188413726101,1.0,3.5326404856718137,1.0,2.7888601483567723,1.0,1.3988473297287596,1.0,0.9616443317395894,1.0,1.355342534998457,1.0,2.2556158129541006,1.0,3.1440282222220124,1.0,0.7603831309340561,1.0,2.5321536110127294,1.0,0.7062483041479216,1.0,2.4373170812513045,1.0,2.2158968143398896,1.0,1.5942295069547565,1.0,1.8506531859497057,1.0,0.8624628010786289,1.0,1.39267596061082,1.0,0.9781351248835862,1.0,1.968320300202937,1.0,1.3890454666027536,1.0,0.7712340111382749,1.0,3.449249719601515,1.0,1.052418842160585,1.0,2.623160535083502,1.0,2.8477329787068495,1.0,3.450320428606366,1.0,3.2045089955972785,1.0,1.2321058694354328,1.0
111,1.772521959168658,1.0,0.5942734478178744,1.0,3.5192264343618542,1.0,4.340249408531284,1.0,7.090324244810778,1.0,5.538749152926131,1.0,7.388813714614816,1.0,7.003435001084864,1.0,1.4748323113259156,1.0,2.4158610565603773,1.0,3.6422245944124225,1.0,2.669679232835279,1.0,2.164361355431985,1.0,4.918331874853488,1.0,2.8904883533771333,1.0,2.7524113676433353,1.0,4.013705577831625,1.0,1.8907934955565022,1.0,4.556185731568954,1.0,4.02299405798751,1.0,5.669046788763407,1.0,1.8221903938934862,1.0,2.003743992457927,1.0,17.41673188202344,1.0,1.6551705561366818,1.0,1.785646426049293,1.0,1.197770758906706,1.0,1.057449005964423,1.0,0.8392464441742141,1.0,5.68099449180812,1.0,9.442806648088009,1.0,7.239691054314785,1.0,1.3349617064845278,1.0,2.9231123476342047,1.0,1.8341639521754347,1.0,4.845048033870522,1.0
112,0.8800320929079627,1.0,0.7174521509708676,1.0,2.453757122846813,1.0,0.6214663342576274,1.0,2.454844058586879,1.0,2.3265866487947773,1.0,2.023690155472205,1.0,1.958675049986779,1.0,2.268605632152261,1.0,1.3022537638354745,1.0,1.9899920958364028,1.0,0.8064456310778543,1.0,0.7019312320490397,1.0,0.959775547410628,1.0,1.0635308979965388,1.0,1.7099297937846512,1.0,1.2920860105312468,1.0,1.0669224576955687,1.0,2.2635541399167343,1.0,2.5707259061180583,1.0,4.026509772855691,1.0,1.8793993879296178,1.0,1.4133122350754908,1.0,1.0930127339606137,1.0,1.437067561346229,1.0,1.3226644793461932,1.0,3.567717330833238,1.0,0.9549701059256815,1.0,2.8826416908686006,1.0,0.7366476510522872,1.0,1.1763262082392243,1.0,1.9027902098792486,1.0,1.273154420340276,1.0,,,0.7395120874002913,1.0,,
113,3.9482961961690903,1.0,4.291690467536643,1.0,0.8172802062375785,1.0,0.93110851465179,1.0,1.0567874056507132,1.0,3.3796979951173576,1.0,1.1809548468841506,1.0,0.5799519746579312,1.0,1.2738162844235956,1.0,4.113635539648373,1.0,1.609130242292058,1.0,1.563833794913271,1.0,1.8175158656563475,1.0,0.9730376350059345,1.0,1.202244327342181,1.0,1.8821424985762039,1.0,1.3409867939487954,1.0,1.6219565102539915,1.0,2.453582067894728,1.0,3.264129217265115,1.0,2.262489077075786,1.0,2.6085059040146565,1.0,2.0540428693902375,1.0,3.047976260716504,1.0,2.1183815471508503,1.0,1.1454652148885567,1.0,2.0054525033636783,1.0,1.765845399156062,1.0,1.7184836204059986,1.0,0.9465609538096011,1.0,1.6265557636721022,1.0,0.8128258322522797,1.0,6.0225000524971,1.0,3.145196105367806,1.0,1.5517866041033672,1.0,1.5234623025968559,1.0
114,1.1214754180344566,1.0,1.5998945778201126,1.0,1.7394606124544032,1.0,1.7182815221547958,1.0,1.2878705988559576,1.0,0.33132409830697146,1.0,0.33379748388217656,1.0,1.508520507291062,1.0,1.7225826787365568,1.0,1.9165459055528145,1.0,2.6073045895402376,1.0,1.301202581640496,1.0,1.7706216902070453,1.0,1.7848694184970721,1.0,1.1283257928625057,1.0,2.990209344731927,1.0,4.738020630226088,1.0,0.11268855007233325,1.0,2.804288234050591,1.0,1.9754136561136548,1.0,1.3797939454852761,1.0,0.7539397893647938,1.0,0.4896482212210715,1.0,1.3257289094954219,1.0,2.4312841761468906,1.0,0.18655017586334888,1.0,1.3234905649103494,1.0,3.2604920602269667,1.0,0.929735962293166,1.0,1.2501153675278673,1.0,0.27575288310709456,1.0,1.7533170458785898,1.0,3.4379456942956166,1.0,1.2223793526830637,1.0,1.1508551297851972,1.0,1.103510978285651,1.0
115,3.3822405029463907,1.0,1.9168503593573427,1.0,0.3929225391327589,1.0,5.013042632945775,1.0,0.5582256518692745,1.0,2.1304021890869036,1.0,0.6830438640931139,1.0,2.8796141318740323,1.0,4.098948383020049,1.0,3.2450719410515236,1.0,0.7495608534744089,1.0,0.5932883050789078,1.0,2.692418935723305,1.0,3.570195868117229,1.0,1.0809968291601963,1.0,2.3645394642746216,1.0,1.8911335471001514,1.0,2.340831019249681,1.0,5.310035161522856,1.0,1.6903355196957708,1.0,12.161742660479712,1.0,15.440086107992608,0.8399999737739563,1.2044321845991866,1.0,,,1.1320294921273881,1.0,4.7898113374647,1.0,2.1890007250095076,1.0,,,7.494415072201056,1.0,10.156540261583947,1.0,7.424913577621906,1.0,9.668568357700298,1.0,10.037354280162363,1.0,6.634548212959077,1.0,1.0505764629065557,1.0,6.41467504697912,1.0
116,6.383852385472183,0.9990000128746033,,,5.1805433552388065,0.9739999771118164,,,2.83542996227328,1.0,3.817657060618493,1.0,1.3959089303270964,1.0,0.887303548012552,1.0,1.8822675233973871,1.0,0.6810464575458862,1.0,3.2229023359231976,1.0,2.3993032701621475,1.0,0.9709982401677685,1.0,1.626821313374696,1.0,1.1820751110531518,1.0,4.628307477604101,1.0,0.5460865480866617,1.0,2.2017947118840215,1.0,2.2647912020378516,1.0,2.7413765877343628,1.0,1.5565727606084085,1.0,1.784261686698177,1.0,2.0711663897562813,1.0,2.5358577778461373,1.0,0.4195227157764522,1.0,1.6554427614140659,1.0,2.1214719115396496,1.0,,,1.4212473626464202,1.0,1.6221760144784942,1.0,5.849613343370976,1.0,1.1655222538622119,1.0,1.3405550676850324,1.0,1.5987006252490512,1.0,1.5173757905198384,1.0,1.7684551097739376,1.0
117,1.453797378484308,1.0,0.7327403669343776,1.0,4.0476962376643035,1.0,1.7091421622670873,1.0,0.4603048977718374,1.0,2.7742407572216057,1.0,2.0201419093150923,1.0,1.679043314406893,1.0,5.442578003119788,1.0,8.447808715795876,1.0,1.8033391765327806,1.0,1.4689545968857112,1.0,5.145346645054261,1.0,3.7887607625271515,1.0,4.567750849034443,1.0,4.37102598755448,1.0,2.2133274994919416,1.0,3.449411710618436,1.0,7.134277672548877,1.0,8.49825477295463,1.0,3.0796557014710477,1.0,8.02158748956499,1.0,5.27298144033984,1.0,4.042589624697284,1.0,4.526485852746906,1.0,1.5419417297842457,1.0,4.059655398749895,1.0,1.7649496238836249,1.0,10.114425457275708,1.0,7.223237542998744,1.0,2.497974528040196,1.0,0.7352457151958179,1.0,,,,,3.8122706284939256,1.0,8.18729522571994,1.0
118,,,1.9511361687745676,1.0,2.9725993601221665,0.9990000128746033,,,1.620681251364788,1.0,3.2615714278308383,1.0,0.8217346306073536,1.0,1.6704186370847707,1.0,2.56216860921595,1.0,0.16926772797812395,1.0,1.8560228477151117,1.0,1.8732596802907624,1.0,2.906757420812179,1.0,0.6042283833082337,1.0,0.5646479788747963,1.0,2.125700327727631,1.0,1.7313002381174845,1.0,0.8550111772819502,1.0,1.547993227175277,1.0,1.3728503139031598,1.0,0.9831057739964105,1.0,1.7907964474897826,1.0,1.4963092724251232,1.0,0.6079582696639995,1.0,1.103539528261899,1.0,0.6299003657630243,1.0,0.7619232807680604,1.0,1.7755077350299115,1.0,0.3615342147192468,1.0,0.8180201005042856,1.0,1.833111182478791,1.0,2.000836880411329,1.0,1.931781470330326,1.0,1.3031284887100816,1.0,1.532909560999519,1.0,0.6568827927348727,1.0
119,1.0191170207521048,1.0,2.9704823865391305,1.0,1.8389635842036696,1.0,1.1317947744678434,1.0,2.11780439488808,1.0,5.67864677992906,1.0,4.3741034304896536,1.0,2.7398459864483242,1.0,2.837929550657071,1.0,4.963831626783818,1.0,2.2345272797326086,1.0,1.1639916208440841,1.0,1.9569959675419244,1.0,2.1368021883709356,1.0,3.4957697770534426,1.0,4.724899348545488,1.0,5.793430421383328,0.9990000128746033,5.374144404715301,1.0,7.069651199183243,1.0,3.5464185392620844,1.0,3.8209277802356474,1.0,1.715548968569426,1.0,2.5056364186637268,1.0,3.584863781498616,1.0,1.6613111329773405,1.0,2.440063701906424,1.0,6.626513952112429,1.0,3.6364311198861023,1.0,6.21805423462584,1.0,4.185789874623906,0.9990000128746033,3.31705200674297,1.0,0.9560962761555233,1.0,1.9872655006001694,1.0,2.4010392523562856,1.0,1.6256009353811942,1.0,1.4761206943499936,1.0
120,2.24407916239988,1.0,0.9973218143831367,1.0,1.6407823256938805,1.0,1.0092493500106745,1.0,0.4121744027543041,1.0,1.9193085591237993,1.0,1.7609363048826294,1.0,1.0486785763388666,1.0,1.7050559412871678,1.0,3.15981930726128,1.0,2.4426091518460136,1.0,1.6826015638653016,1.0,2.69273381608094,1.0,2.2616508677490113,1.0,2.2167239192281265,1.0,0.3211000633588503,1.0,1.1290961890387559,1.0,0.9927486796917675,1.0,2.4921885867297258,1.0,2.3419491541848783,1.0,1.084781682366216,1.0,2.085336395915582,1.0,1.8041714785976737,1.0,1.2909011961218106,1.0,1.6231682534743552,1.0,4.357213511987991,1.0,1.4430442220353397,1.0,2.4036453342448256,1.0,2.184848371914533,1.0,4.00891177848561,1.0,2.0952794628879547,1.0,0.7661330021334071,1.0,1.6670921540698258,1.0,3.1386113433734173,1.0,4.172479419072409,1.0,1.1539178850761824,1.0
121,1.581431389269466,1.0,1.0259374327541066,1.0,0.39989086306624183,1.0,3.882805869990576,1.0,1.6203051178785564,1.0,1.8795727048811908,1.0,2.5414283259444956,1.0,0.39114831173015496,1.0,0.6869584209761789,1.0,1.898506359936328,1.0,0.8077140132903379,1.0,2.694165360844752,1.0,1.4652601348459158,1.0,0.3338217935559189,1.0,0.5227780612434646,1.0,1.5938121961894467,1.0,1.5343484599778714,1.0,1.7356696119703976,1.0,1.7554769710526341,1.0,1.2416698820659808,1.0,1.2559014890813764,1.0,1.1803118471063039,1.0,1.125389392373837,1.0,0.7985074325410761,1.0,1.0864231620670086,1.0,1.3703142486231672,1.0,2.6571077399127625,1.0,2.238375382426726,1.0,0.09570342167754092,1.0,0.1901154257449673,1.0,1.460711095835202,1.0,2.8287630254831226,1.0,2.4723192083425714,1.0,0.93383185806576,1.0,3.0172073709648783,1.0,2.024259309322785,1.0
122,1.3516333941963719,1.0,2.2157306115470154,1.0,4.229670986802386,1.0,1.3388632979789477,1.0,1.8604972947335185,1.0,0.7276155623597144,1.0,2.680385979427667,1.0,1.0738973364523425,1.0,1.9740169893416661,1.0,1.3167987261233816,1.0,1.7756424175234196,1.0,1.1485607068040833,1.0,2.6986882425542404,1.0,0.41819039591285784,1.0,1.2567802238048824,1.0,1.6166008123178361,1.0,1.83245373580133,1.0,2.004704791568933,1.0,0.7857296003960743,1.0,1.9215444190724742,1.0,1.1053895317810256,1.0,1.0664352237133223,1.0,2.065209596831408,1.0,2.0004154668440295,1.0,3.647112392109609,1.0,2.587369740587191,1.0,0.7645797494836284,1.0,1.5816029964402838,1.0,1.7388441598354436,1.0,1.467060857364107,1.0,2.094714041020163,1.0,1.9438429903047796,1.0,1.6709777691145087,1.0,2.8043366330111112,1.0,2.2811198350768147,1.0,1.3889475272446068,1.0
123,1.3810468185813636,1.0,4.274509926216815,1.0,5.183712961659812,1.0,2.42120019398935,1.0,6.502964658966453,1.0,3.806421645353164,1.0,3.109175244953044,1.0,1.550254249791621,1.0,11.495037401722614,0.9980000257492065,6.922614177409515,0.9789999723434448,5.36542209181436,1.0,3.868791141406128,1.0,1.9955317356189872,1.0,2.1359384369868946,1.0,3.880681160641892,1.0,4.506963509680712,1.0,0.6764934751736547,1.0,3.883851851008016,1.0,3.0022374156477905,1.0,1.6654577930339989,1.0,2.9873235978487997,1.0,4.151484501684628,1.0,2.666273735770207,1.0,1.2445935141721434,1.0,2.3154984727190877,1.0,2.8657045850432468,1.0,1.9478815852929308,1.0,3.166135090787418,1.0,5.2699058367787925,1.0,4.115657506290745,1.0,2.0911933503005935,1.0,2.5821548741109703,1.0,4.717401727512145,1.0,2.7827206200264576,1.0,0.3368193929003553,1.0,0.5919472435464272,1.0
124,2.4131903566115525,1.0,3.117670636214145,1.0,2.610928653045205,1.0,1.2640172182840919,1.0,0.7337575191834845,1.0,1.3726246801608222,1.0,2.3387483278014547,1.0,,,,,2.5472446179796946,1.0,,,1.354927194876471,1.0,3.600184619983796,1.0,2.836617516139132,1.0,2.569269191625083,1.0,2.429702959121283,1.0,1.5276752934837106,1.0,0.911812828617535,1.0,0.7030534682699852,1.0,1.6840752524063107,1.0,0.7217749501648177,1.0,1.8417028345073587,1.0,0.4777143787796789,1.0,0.07200302936783815,1.0,4.288731826597696,1.0,3.348246588009726,1.0,1.2600446405183012,1.0,1.398360407133131,1.0,2.7603117385934666,1.0,2.7868282422677937,1.0,3.6936382665283944,1.0,1.8055635057844297,1.0,2.7515364416404053,1.0,2.7498375929864625,1.0,0.46543714389800606,1.0,1.6899754957043602,1.0
125,2.667119295810136,1.0,3.457427154817534,1.0,0.7973086295912468,1.0,6.290818610872046,1.0,9.138450075008885,1.0,6.520554520318127,1.0,2.5372384368194334,1.0,2.7400038539411034,1.0,1.7391151076645879,1.0,14.107903272079854,0.1720000058412552,3.134392837298237,1.0,,,2.021394441527929,1.0,2.3972149616642677,1.0,1.3047653201888187,1.0,3.362996667090972,1.0,5.005795861286352,1.0,7.721565890062029,1.0,9.230835108373016,1.0,1.3014844735519382,1.0,3.4032494063219705,1.0,6.95236740775304,1.0,4.3938466947227095,1.0,3.797977410353329,1.0,3.0127072109973017,1.0,3.5718933964293043,1.0,2.2568318711870003,1.0,2.598032967982324,1.0,4.442490152060501,1.0,4.533706874265109,1.0,3.2654482492334176,1.0,0.8957324869931772,1.0,4.7138191590754746,1.0,10.421186447300201,1.0,1.0772899214894949,1.0,5.158878050245456,1.0
126,5.361139459893729,1.0,1.554720125691521,1.0,1.658133081540828,1.0,6.142702675987714,0.9750000238418579,3.0044183965200775,1.0,1.351824022039616,1.0,2.818136636701619,1.0,1.8076502152789025,1.0,1.7044567464444222,1.0,1.0330590815064362,1.0,0.604844736371049,1.0,0.9552209058090458,1.0,1.608318170469243,1.0,0.8068779800702771,1.0,1.6080855842707849,1.0,4.6812246230232795,1.0,1.1615423098341366,1.0,1.816100138174654,1.0,2.25278863587077,1.0,2.111692406248046,1.0,2.330869989634871,1.0,1.7974647670843629,1.0,1.6701045280977136,1.0,0.9044380842067548,1.0,2.922999315792335,1.0,0.709324854873572,1.0,1.664433925474607,1.0,1.1736482618100212,1.0,2.8826967660208607,1.0,1.269576891549026,1.0,1.6143621452966124,1.0,1.456471408142379,1.0,1.0958979852434207,1.0,2.9524589146522247,1.0,2.3382969111169407,1.0,2.698197953309566,1.0
127,3.7116797948381786,1.0,0.9849314796582818,1.0,2.375654043660933,1.0,2.929945027861322,1.0,1.2500282436958856,1.0,2.0048429005410795,1.0,1.038651199276562,1.0,0.7591410969289631,1.0,3.411910318326248,1.0,3.5414034095458056,1.0,1.2035607572988194,1.0,1.8332273168350115,1.0,2.110478517271487,1.0,3.678394588019671,1.0,1.6703846753286298,1.0,0.46392591180459014,1.0,0.6207244123220594,1.0,3.1669136263698854,1.0,1.180602524485794,1.0,2.510754896663927,1.0,2.7626130075192563,1.0,1.763692335505125,1.0,1.6721646026004016,1.0,1.2265569639179579,1.0,3.5279790395995776,1.0,2.415172374315831,1.0,1.5836301496935221,1.0,3.6716551912125435,1.0,2.372475843691378,1.0,1.5082461291576414,1.0,2.474937417416364,1.0,2.9078323027018356,1.0,1.3687626441544767,1.0,3.987732526349062,1.0,1.2816467511654022,1.0,1.4943745972702167,1.0
128,1.4863559797518462,1.0,1.6213887263114246,1.0,1.6270693831391705,1.0,,,1.066972355736014,1.0,3.2787406091739957,1.0,2.1264142588562907,1.0,2.828994331196913,1.0,1.064458064488817,1.0,1.703160364727876,1.0,1.4428435165039162,1.0,2.739480555288841,1.0,2.635449720130344,1.0,2.030668748695835,1.0,2.197006579485604,1.0,2.382297072532116,1.0,4.326980685002652,1.0,3.1766795815068876,1.0,3.230817351565455,1.0,1.9384878419427212,1.0,0.45539746009987553,1.0,2.4906006619418624,1.0,3.601432651862644,1.0,1.9886149574843264,1.0,1.6970039430933466,1.0,2.483359965608701,1.0,1.8234314204983326,1.0,3.7339443680461555,1.0,2.542852637835131,1.0,0.8271703183039687,1.0,2.58740693472391,1.0,0.3391808803790493,1.0,0.8976084679980658,1.0,2.0397832697572427,1.0,1.1833684275278444,1.0,1.0006417982123361,1.0
